보관소명,소재지,위도,경도,LCD,QR,설치대수
금호나들목,성동구,37.54404068,127.023201,,20,20
성동도로사업소,성동구,37.55979919,127.0563278,,10,10
서울숲 공영주차장앞,성동구,37.54195786,127.0427704,,19,19
마장역3번출구,성동구,37.565979,127.0431137,,10,10
양지사거리(센트라스APT 115동앞),성동구,37.56681824,127.0291519,,10,10
신금호파크자이APT앞,성동구,37.55610657,127.019783,,10,10
서울숲리버뷰자이APT105동 앞,성동구,37.55653,127.0391312,,8,8
마장동 금호어울림APT앞,성동구,37.56339645,127.0418701,,10,10
성동구민종합체육센터 앞,성동구,37.54590988,127.0446014,,10,10
성동구 견인차량 보관소 앞,성동구,37.56370926,127.0564499,,10,10
행당동 삼부APT후문,성동구,37.55926895,127.0383987,,10,10
구의7단지현대아파트,광진구,37.53680038,127.0908356,,5,5
나루마당,광진구,37.54707336,127.0982895,,10,10
우성4차아파트,광진구,37.53507233,127.0761108,,10,10
건대병원후문,광진구,37.53956604,127.0724411,,12,12
구의역 리버비스타 오피스텔,광진구,37.53809738,127.0890198,,10,10
화양 APT(횡단보도 옆),광진구,37.54434967,127.0654068,,15,15
광나루안전체험관,광진구,37.5513382,127.0767136,,15,15
자양사거리(서원빌딩),광진구,37.53657532,127.0825806,,6,6
중곡동 파크웨이빌딩,광진구,37.55500793,127.0858154,,9,9
광진 캠퍼스시티,광진구,37.54788971,127.0674515,,20,20
광진광장,광진구,37.54747009,127.073967,,15,15
화양동 우체국,광진구,37.54798889,127.0695038,,14,14
군자역 비채온 오피스텔,광진구,37.55771255,127.0772705,,8,8
우성식품 앞,광진구,37.54246521,127.0942307,,15,15
세종대학교(영실관),광진구,37.55237198,127.0735397,,10,10
사근빗물펌프장 건너편,성동구,37.56119156,127.0496826,,7,7
한국지역난방공사 강남지사,강남구,37.49229431,127.0943375,,5,5
삼성역 2번출구,강남구,37.5082016,127.0639648,,10,10
삼성중앙역 5번출구(하이마트앞),강남구,37.51311111,127.0539093,,10,10
봉은사역6번출구(현대아이파크타워앞),강남구,37.51390839,127.06073,,10,10
신사동주민센터 옆,강남구,37.52422714,127.02285,,10,10
언주초등학교 입구,강남구,37.48536682,127.0384979,,16,16
윗반마을 입구,강남구,37.46534729,127.1088028,,10,10
방죽마을 입구,강남구,37.47123337,127.1072159,,10,10
은곡마을,강남구,37.46726227,127.0980148,,10,10
은마아파트 입구 사거리(1),강남구,37.49840164,127.060936,,10,10
서울 논현동우체국 앞,강남구,37.51446152,127.0326004,,10,10
역삼중학교 앞(체육관 방향),강남구,37.49526215,127.0495071,,10,10
서울율현초교 삼거리,강남구,37.47364044,127.1070252,,10,10
청담역 11번 출구,강남구,37.51925659,127.0515976,,7,7
휘문고교 사거리,강남구,37.50286484,127.0659409,,10,10
은마아파트입구 사거리(2),강남구,37.49986649,127.0605011,,10,10
일원에코파크 앞(개포로 방면),강남구,37.49587631,127.0865021,,10,10
대모산입구역 7번 출구 앞,강남구,37.49017715,127.0730591,,10,10
압구정나들목,강남구,37.53075027,127.0416031,,10,10
역삼1동 주민센터,강남구,37.49500275,127.0329437,,5,5
청담사거리(신한오피스텔빌딩 앞),강남구,37.52416229,127.0489502,,4,4
개포우성6차아파트 정문 앞,강남구,37.47685623,127.0553665,,5,5
국악고교 앞 교차로,강남구,37.47402191,127.0484467,,5,5
삼성중앙역·플래티넘아파트 정류소,강남구,37.51264191,127.0515671,,5,5
세곡데이케어센터,강남구,37.46072388,127.1028748,,5,5
신청담나들목,강남구,37.52796173,127.0516281,,5,5
일원1동 주민센터 앞 사거리,강남구,37.4909668,127.0883637,,7,7
대청역,강남구,37.49370575,127.0799942,,10,10
LH강남힐스테이트아파트,강남구,37.47092819,127.0897064,,10,10
더시그넘하우스 앞,강남구,37.47267914,127.1037598,,5,5
상록수아파트,강남구,37.48276138,127.0804215,,5,5
선정릉역 4번 출구,강남구,37.5097847,127.0427704,,7,7
구룡역 1번 출구,강남구,37.48642349,127.0593185,,10,10
구룡역 4번 출구,강남구,37.48670578,127.0605011,,5,5
구룡역 5번 출구,강남구,37.48607635,127.0592194,,6,6
개포동역 4번출구,강남구,37.48929596,127.0661697,,5,5
한영외국어고등학교,강동구,37.54883575,127.1561737,,10,10
강동리버스트4단지아파트 404동 앞,강동구,37.57201385,127.1717072,,10,10
강동리버스트4단지아파트 405동 앞,강동구,37.57201767,127.1729507,,10,10
둔촌신성미소지움아파트,강동구,37.52726364,127.142334,,10,10
둔촌푸르지오아파트,강동구,37.53407288,127.1450043,,10,10
서울천호동우체국,강동구,37.54074097,127.1257629,,12,12
프라이어팰리스아파트,강동구,37.5546875,127.1394043,,10,10
명일초등학교 옆,강동구,37.55464554,127.1425324,,10,10
명일동신동아아파트 앞,강동구,37.55483246,127.1517334,,12,12
"암사정수센터교차로
(강동롯데캐슬퍼스트아파트)",강동구,37.55845642,127.1441574,,12,12
맥도날드 서울둔촌DT점 앞,강동구,37.52958679,127.1370316,,12,12
고덕센트럴 아이파크상가 앞,강동구,37.55058289,127.1654205,,9,9
성내삼성아파트,강동구,37.53137589,127.1270752,,10,10
둔촌동역교차로,강동구,37.52920532,127.1368027,,7,7
고덕중학교 후문,강동구,37.56066513,127.1612854,,8,8
강동리버스트6단지,강동구,37.57095337,127.1717453,,10,10
강동리버스트7단지,강동구,37.57073975,127.1721573,,10,10
강동리버스트8단지,강동구,37.57180405,127.174469,,20,20
강동리엔파크9단지,강동구,37.55736542,127.1801376,,10,10
강동구음식물재활용센터,강동구,37.56953812,127.1585999,,6,6
강동역3번출구,강동구,37.53541565,127.1330948,,6,6
길동 마루빌딩,강동구,37.53676987,127.1395493,,10,10
길동 동호빌딩,강동구,37.54154587,127.1414795,,10,10
KT&G강동지사,강동구,37.5437088,127.1422806,,10,10
고덕자이(105동 앞),강동구,37.55361176,127.1720352,,10,10
강동리엔파크14단지(1401동 앞),강동구,37.55212402,127.1806412,,15,15
고덕 래미안 힐스테이트(101동),강동구,37.55885696,127.1514893,,8,8
신명초교입구 교차로,강동구,37.54076767,127.1468811,,4,4
상일동산(동아아파트앞 교차로),강동구,37.54581833,127.1668854,,10,10
강일역 3번출구,강동구,37.55740356,127.1765366,,20,20
강일역 4번출구,강동구,37.55707169,127.1751404,,30,30
둔촌역 2번출구,강동구,37.52722931,127.1363525,,20,20
둔촌오륜역 1번 출구,강동구,37.51960373,127.13871,,10,10
강동리엔파크 11단지,강동구,37.55408859,127.1796265,,14,14
명일역 3번출구 옆,강동구,37.55142593,127.1442108,,6,6
상일파출소 옆,강동구,37.55655289,127.1658783,,15,15
신성교회 앞,강북구,37.61708832,127.0280991,,10,10
드래곤타워 앞,강북구,37.63713455,127.0313797,,10,10
월계2교 교차로,강북구,37.6242218,127.0492172,,10,10
송천센트레빌,강북구,37.61220932,127.0249786,,10,10
번동 SK LPG 충전소,강북구,37.628685,127.0439072,,8,8
공항중학교 버스정류장,강서구,37.56113434,126.8161011,,10,10
신방화역 8번출구,강서구,37.5674057,126.8162155,,10,10
마곡힐스테이트 정문,강서구,37.56497574,126.8174057,,10,10
신방화역 6번출구,강서구,37.56692886,126.8168411,,10,10
서울남부출입국관리소,강서구,37.56059265,126.8208466,,10,10
이대서울병원,강서구,37.5586319,126.8355942,,25,25
발산역 8번 출구,강서구,37.55846024,126.8367615,,17,17
나이아가라관광호텔,강서구,37.5490303,126.8783646,,10,10
마곡9단지 907동앞,강서구,37.5606842,126.8191834,,10,10
등촌태영아파트,강서구,37.55603027,126.864296,,18,18
관문주유소(GS칼택스) 앞,강서구,37.55802917,126.841835,,10,10
문소빌딩,강서구,37.54555511,126.8444977,,10,10
강서문화센터,강서구,37.54457855,126.8437805,,10,10
대원빌딩,강서구,37.54536819,126.8447037,,10,10
증미역 2번출구,강서구,37.55713272,126.8631439,,10,10
남부순환로 205,강서구,37.54739761,126.8214111,,8,8
길성그랑프리텔아파트,강서구,37.5692482,126.8165054,,15,15
마곡9단지 910동 상가앞,강서구,37.56108475,126.8167954,,10,10
가양오토갤러리,강서구,37.56644058,126.844307,,10,10
김포공항교차로,강서구,37.5675354,126.8051834,,10,10
김포공항입구 교차로,강서구,37.56179428,126.80793,,10,10
유광사여성병원,강서구,37.54323959,126.8386307,,10,10
등촌서광아파트,강서구,37.55755234,126.8562546,,12,12
강서아동복지센터,강서구,37.58458328,126.8109207,,12,12
겸재정선미술관,강서구,37.57128906,126.8377762,,10,10
마곡금호어울림아파트,강서구,37.57410049,126.8371124,,10,10
벽산아파트,강서구,37.57531738,126.8366699,,10,10
마곡14단지 1408동앞,강서구,37.55737305,126.8233261,,10,10
강서힐스테이트 상가 앞,강서구,37.54663849,126.8365784,,10,10
가양나들목,강서구,37.57386398,126.8434753,,15,15
정곡나들목,강서구,37.5841713,126.8193283,,15,15
염창나들목,강서구,37.55680466,126.8715591,,35,35
화곡본동시장 입구,강서구,37.54382706,126.843689,,10,10
더리브골드타워,강서구,37.56557083,126.8462448,,10,10
안양천합수부(현대3차아파트),강서구,37.55224609,126.8764877,,8,8
공항신성빌딩 앞,강서구,37.56130981,126.8130722,,8,8
송정역 3번출구 앞,강서구,37.56096268,126.8126907,,10,10
마곡수명산파크7단지 710동 앞,강서구,37.54857254,126.8207626,,10,10
그랜드아이파트아파트 앞,강서구,37.55510712,126.8515472,,11,11
국립항공박물관,강서구,37.55688477,126.8092651,,5,5
이랜드글로벌R&D센터,강서구,37.56719208,126.8347549,,10,10
관악구민체육센터,관악구,37.47288132,126.9600372,,9,9
남서울중학교,관악구,37.48313141,126.9213562,,7,7
낙성대공원,관악구,37.47183609,126.9586182,,10,10
낙성대 교수아파트,관악구,37.46895981,126.9576569,,10,10
관악우체국 교차로,관악구,37.48497391,126.934372,,12,12
신봉천주유소,관악구,37.47888184,126.9584198,,10,10
신사로입구,관악구,37.48675156,126.9227219,,10,10
KT관악지점,관악구,37.48163223,126.9471893,,10,10
낙성대역 5번출구,관악구,37.47752762,126.9627686,,8,8
난곡사거리 ,관악구,37.48204803,126.9152451,,10,10
광일빌딩,관악구,37.47639847,126.9768372,,7,7
관악 GSfresh,관악구,37.47909164,126.9494171,,8,8
은천교회 앞,관악구,37.48857117,126.9213867,,6,6
어린이대공원역 2번출구,광진구,37.54764938,127.074707,,10,10
건국대학교 정문 앞,광진구,37.5465126,127.0757141,,10,10
동일로58길 입구,광진구,37.55775452,127.0729752,,10,10
광진소방서 앞,광진구,37.5450058,127.083374,,11,11
이튼타워리버 2차,광진구,37.53520966,127.0690002,,8,8
자양한강도서관,광진구,37.52916336,127.0779877,,10,10
동서울우편집중국 앞,광진구,37.53470993,127.0844727,,8,8
장로회신학대학교 주기철 기념관,광진구,37.54983902,127.1030273,,10,10
중랑천 뚝방길 산책로 입구,광진구,37.56628036,127.0774765,,10,10
홍련봉 공원,광진구,37.54896927,127.0935288,,13,13
 신자초교입구 교차로,광진구,37.53298569,127.0757904,,7,7
자양2동 주민센터,광진구,37.52879333,127.0846329,,4,4
광진구 민방위교육센터,광진구,37.5391922,127.0980148,,5,5
항동지구5단지 501동 앞,구로구,37.47819901,126.8248749,,10,10
현대아파트 앞,구로구,37.49333954,126.8591766,,10,10
테크노마트 앞,구로구,37.50624084,126.8911438,,10,10
희훈타워빌 앞,구로구,37.50191498,126.8892441,,15,15
천왕차량사업소 입구,구로구,37.47604752,126.8450165,,8,8
신도림7차e편한세상아파트 803동 앞,구로구,37.50862503,126.8835373,,10,10
동선오피스텔 앞,구로구,37.49267197,126.8416214,,10,10
목양전원교회 앞 로터리(2),구로구,37.48389053,126.8221817,,10,10
항동하버리안2단지아파트 후문,구로구,37.48337555,126.8224793,,10,10
삼호아파트 앞,구로구,37.49385834,126.8564682,,10,10
신도림쌍용플래티넘노블아파트 앞,구로구,37.50126266,126.891182,,10,10
동선아파트 앞,구로구,37.49382782,126.8390732,,10,10
성공회대학교,구로구,37.48859024,126.8247833,,10,10
이좋은집오피스텔 앞,구로구,37.4949913,126.8418503,,10,10
CGV구로 앞,구로구,37.50096512,126.88237,,10,10
개봉역2번출구 B,구로구,37.49539566,126.8576355,,10,10
서울남부교정시설 앞,구로구,37.47715378,126.839859,,10,10
구로공구상가 앞,구로구,37.50075531,126.8770828,,10,10
대륭테크노타운21차 앞,금천구,37.46557617,126.8872452,,10,10
"롯데캐슬2차 마을버스 정류장(18804)
 뒤편",금천구,37.45739746,126.8934174,,10,10
시흥사거리(시흥동 994-3 앞),금천구,37.45415115,126.9004517,,10,10
에이스 하드웨어(시흥대로 396) 앞,금천구,37.46865845,126.898262,,10,10
독산역1번출구 옆(2),금천구,37.46709442,126.8892059,,8,8
혜명양로원 담장 옆(2),금천구,37.45191956,126.9137573,,6,6
독산동 현대홈타운 금천과선교 앞,금천구,37.46222305,126.8918152,,10,10
독산역 롯데캐슬 104동 앞,금천구,37.46239853,126.8917542,,20,20
시흥4동주민센터 앞,금천구,37.45894241,126.9059296,,6,6
순흥안씨묘 건너편,금천구,37.45838165,126.9080734,,11,11
산기슭공원 앞,금천구,37.46272278,126.9072189,,6,6
독산2동주민센터 앞,금천구,37.46298599,126.9037094,,7,7
 안천중학교,금천구,37.45936584,126.8867798,,10,10
현대시티아울렛 가산,금천구,37.47739792,126.8887787,,10,10
말미사거리,금천구,37.46639633,126.8974838,,5,5
금천현대홈타운 후문 서부샛길,금천구,37.46139526,126.8900375,,5,5
금천구청역 1번 출구,금천구,37.45703506,126.8943253,,5,5
가산롯데아이티캐슬,금천구,37.47636795,126.8808365,,5,5
디폴리스 지식산업센터,금천구,37.48017502,126.8768005,,20,20
상계주공 14단지 상가 앞,노원구,37.66963577,127.0597076,,10,10
상계초교 입구 교차로 명주빌딩 앞,노원구,37.65680313,127.0665741,,10,10
당고개입구오거리 당현천변,노원구,37.66260529,127.0755768,,10,10
중계2차 한화꿈에그린 101동 인근,노원구,37.65955734,127.0752564,,10,10
노원 을지대학교 병원,노원구,37.63666916,127.0696945,,10,10
하계 어린이 공원,노원구,37.63214493,127.0698242,,10,10
월계프라자,노원구,37.63284302,127.0521317,,20,20
월계 센트럴 아이파크,노원구,37.62917328,127.0569305,,10,10
중계 롯데마트,노원구,37.64584351,127.070755,,11,11
당고개역 3번 출구,노원구,37.67030334,127.0788422,,8,8
노원 마들스타디움,노원구,37.64530945,127.0574417,,10,10
월계 청백1단지 아파트 정류장,노원구,37.63535309,127.0521698,,20,20
상계주공15단지 버스정류소,노원구,37.66782761,127.056839,,10,10
상계주공10단지 버스정류소,노원구,37.66214371,127.058197,,7,7
중계동 성모빌딩 앞 ,노원구,37.65116119,127.0765915,,10,10
중계본동 입구,노원구,37.64426041,127.083313,,10,10
월계역 1번 출구,노원구,37.63441086,127.0588684,,10,10
꿈의숲 SK뷰 아파트,노원구,37.62045288,127.054451,,10,10
한천교 동편,노원구,37.62533569,127.0701904,,10,10
상계주공1단지아파트,노원구,37.64795303,127.0579376,,8,8
한내 행복발전소 옆,노원구,37.62741089,127.0621414,,10,10
한일유앤아이아파트 105동 인근,노원구,37.65351868,127.0713043,,10,10
청소년수련관 후문,노원구,37.6396637,127.0604172,,9,9
청암예술학교 앞,노원구,37.65153503,127.0732727,,10,10
은행사거리 성모빌딩 앞,노원구,37.65149689,127.0770416,,10,10
"녹천 자동차운전 전문학원
 (녹천역 4번 출구)",노원구,37.64292908,127.0519486,,15,15
상계근린공원 운동장 앞,노원구,37.67099762,127.0501785,,15,15
수락 행복발전소 앞,노원구,37.67449188,127.0594559,,6,6
하계역 6번출구,노원구,37.63793945,127.0671539,,9,9
물넘이교,노원구,37.65408325,127.0719528,,15,15
서울시 북부여성발전센터,노원구,37.64304352,127.0621338,,10,10
공릉로 26길,노원구,37.61965561,127.0814667,,10,10
공릉역3번출구,노원구,37.62500381,127.0730133,,8,8
상계문화정보도서관,노원구,37.67851257,127.0517426,,10,10
상계주공13단지 1301동,노원구,37.66674042,127.0638886,,10,10
공릉산 백세문 입구,노원구,37.62812042,127.0854874,,4,4
은하수 공원,노원구,37.63000488,127.0440979,,8,8
경춘선 숲길,노원구,37.62099075,127.0787506,,8,8
신도1차아파트앞,노원구,37.62821198,127.0704651,,7,7
KT프라자도봉점 맞은편,도봉구,37.64601898,127.0352707,,10,10
다락원체육공원 전망대 입구,도봉구,37.69101334,127.0491638,,10,10
평화도봉공원 주변,도봉구,37.66252136,127.0427094,,9,9
신창아파트 입구 앞,도봉구,37.64051056,127.0408249,,10,10
창동역 1번출구 앞,도봉구,37.65373611,127.0492935,,10,10
방아골종합사회복지관,도봉구,37.66927338,127.0324326,,10,10
도봉구육아종합지원센터(창동),도봉구,37.63342667,127.0411606,,10,10
진영상운 앞 중랑천 변,도봉구,37.65999603,127.0512772,,10,10
도봉제1교,도봉구,37.67984772,127.0503845,,6,6
원당공원 앞,도봉구,37.65854645,127.0276794,,8,8
창동주공19단지앞,도봉구,37.65250778,127.0522766,,4,4
도봉아이나라도서관 앞,도봉구,37.65898895,127.049736,,8,8
도봉동실내스포츠센터,도봉구,37.68125534,127.0504761,,10,10
도봉로 534대여소,도봉구,37.6529541,127.0375443,,10,10
우이교 교차로 대여소,도봉구,37.6432457,127.031601,,10,10
김근태도서관 대여소,도봉구,37.68750763,127.0426331,,15,15
휘경1동주민센터 앞,동대문구,37.59286499,127.0655594,,7,7
휘경sk뷰아파트 앞,동대문구,37.59383774,127.0678177,,10,10
외대앞역 교차로,동대문구,37.59436417,127.0645981,,10,10
하나은행 장안동지점앞,동대문구,37.56324005,127.057991,,10,10
장안동근린공원 입구,동대문구,37.57739639,127.0718536,,10,10
답십리파크자이아파트 앞,동대문구,37.5676918,127.0578919,,10,10
용두롯데캐슬리치아파트 앞,동대문구,37.57958603,127.0302429,,10,10
한국국방연구원 앞,동대문구,37.59139633,127.0402985,,10,10
휘경여중고삼거리,동대문구,37.58392334,127.0682755,,10,10
이문e편한세상아파트 앞,동대문구,37.60460281,127.0669251,,10,10
휘경119안전센터 앞,동대문구,37.59087372,127.065361,,10,10
서울문화재단 앞,동대문구,37.57130051,127.0336227,,15,15
청계9가교차로 앞,동대문구,37.57014847,127.0299225,,10,10
배봉초교 교차로,동대문구,37.57846832,127.0668945,,10,10
회기역 2-①번출구,동대문구,37.58945084,127.0595627,,8,8
상도효성해링턴플레이스,동작구,37.50543213,126.9415131,,10,10
흑성동효사정앞,동작구,37.51120377,126.9612808,,10,10
노량진근린공원,동작구,37.50680542,126.9285049,,10,10
노량진1동 청소년독서실,동작구,37.50785828,126.9471359,,10,10
구로교 아래,동작구,37.48548126,126.9036484,,25,25
신대방삼거리,동작구,37.49845505,126.9279785,,10,10
우성아파트 앞,동작구,37.49157715,126.9088135,,10,10
중대후문 마을버스정류장,동작구,37.50444412,126.9502564,,7,7
대방역2번출구,동작구,37.51262665,126.9274139,,10,10
롯데캐슬 101동 앞,동작구,37.50157547,126.9459076,,5,5
이수성결교회 옆,동작구,37.49814987,126.9836884,,10,10
프런트원(공덕역 4번출구 앞),마포구,37.54585266,126.9525986,,10,10
광흥창역5번출구,마포구,37.54737854,126.931633,,10,10
아만티호텔 앞,마포구,37.5573082,126.9188538,,10,10
스타벅스(동교동) 앞,마포구,37.5566597,126.9198685,,10,10
가좌행복주택 앞,마포구,37.56949234,126.9118424,,7,7
시석빌딩 앞,마포구,37.5483017,126.9167175,,8,8
한화오벨리스크 앞,마포구,37.58332062,126.8815613,,10,10
마포구중앙도서관 정문 앞,마포구,37.56415558,126.9081497,,15,15
JTBC 앞,마포구,37.57730484,126.8901825,,10,10
망원정 앞,마포구,37.5500679,126.9048004,,8,8
한강공원 망원나들목,마포구,37.55557632,126.8968887,,20,20
디지털매직스페이스,마포구,37.58119965,126.8895798,,13,13
신촌 청년주택,마포구,37.54985428,126.9320374,,10,10
솔리스타오피스텔(공덕동주민센터),마포구,37.55015945,126.9605255,,13,13
서울디자인고등학교 앞,마포구,37.54568481,126.9467697,,5,5
서부운전면허시험장,마포구,37.57892227,126.882164,,5,5
마포프레스티지자이 1,마포구,37.55152893,126.9466934,,14,14
코오롱아파트사거리,마포구,37.56303787,126.9214325,,10,10
에스테반,마포구,37.54891968,126.9595184,,10,10
상암한샘빌딩앞,마포구,37.57649231,126.898674,,7,7
성산2동 주민센터,마포구,37.56896973,126.9077988,,5,5
아현문화건강센터,마포구,37.55235291,126.9514771,,8,8
당인리발전소 공원 앞,마포구,37.54529572,126.9176483,,5,5
상수역새마을금고,마포구,37.54758835,126.9246445,,5,5
서울서부지방법원등기국앞,마포구,37.55184937,126.9547806,,8,8
신촌 교보빌딩,마포구,37.5560112,126.9403458,,10,10
공덕역 경의선숲길 커뮤니티센터,마포구,37.54161072,126.9537582,,7,7
홍은도담도서관,서대문구,37.60169601,126.9491653,,5,5
래미안 루센티아 아파트 108동 앞,서대문구,37.5751915,126.9176865,,7,7
서대문자연사박물관 입구,서대문구,37.57540131,126.9354401,,6,6
홍남교 버스정류장,서대문구,37.57675552,126.9282761,,5,5
안산초등학교 앞,서대문구,37.57987976,126.952301,,5,5
국민연금공단충정로사옥,서대문구,37.56184769,126.9641495,,9,9
서대문역 2번 출구,서대문구,37.56619263,126.9660111,,6,6
연희IC 남측,서대문구,37.56355667,126.9282761,,8,8
"매헌역 2번출구앞
광역버스 정류장앞(22-297)",서초구,37.47171783,127.038887,,8,8
서울고앞,서초구,37.48339462,127.0073624,,10,10
서일스포츠센터,서초구,37.49801636,127.0222244,,10,10
서래공원 앞,서초구,37.50150681,127.003479,,10,10
고투몰 gate 15옆,서초구,37.50723267,127.0094528,,10,10
서초케이트타운앞,서초구,37.4572258,127.0590057,,10,10
염곡동(염통골) 입구,서초구,37.46155548,127.0499573,,10,10
반포미도2차아파트 옆,서초구,37.50320435,127.0065308,,10,10
반포종합운동장,서초구,37.49979782,126.9964676,,10,10
탑성마을 버스정거장 옆,서초구,37.45916748,127.0554428,,10,10
이투스교육 앞,서초구,37.48389053,127.0290527,,10,10
고속터미널 3번출구,서초구,37.50365829,127.0059433,,25,25
양재근린공원,서초구,37.47039795,127.0424118,,5,5
방배역 2번 출구,서초구,37.48116684,126.9975891,,5,5
삼성전자R&D어린이집 뒤,서초구,37.46559143,127.021843,,10,10
신영체르니 아파트,서초구,37.47901154,127.0414429,,13,13
서울추모공원 입구,서초구,37.45429993,127.0428314,,15,15
내곡도서관,서초구,37.45199966,127.0539169,,7,7
세화고등학교,서초구,37.50209427,126.9914703,,5,5
몽마르뜨공원입구,서초구,37.4928894,127.0026474,,11,11
SC제일은행 양재동지점 앞,서초구,37.48573685,127.0331574,,8,8
이수교차로,서초구,37.49817276,126.9844818,,5,5
코오롱디지털타워 3차앞,성동구,37.54655838,127.0499878,,8,8
르노삼성자동차 성수사업소 앞,성동구,37.54824448,127.0595779,,15,15
행당중학교 후문,성동구,37.5540123,127.0415497,,8,8
신금호역 2번출구 앞,성동구,37.55507278,127.0198898,,4,4
kt 행당빌딩 앞,성동구,37.55862045,127.0343552,,5,5
서울숲IT캐슬 앞,성동구,37.55141449,127.044754,,9,9
서울숲 지식산업센터,성동구,37.54127502,127.0484924,,8,8
우영테크노센터 앞,성동구,37.54332352,127.0597153,,8,8
더스페이스타워 앞,성동구,37.55140305,127.0463638,,8,8
페코텍글로벌허브빌딩 앞,성동구,37.54753494,127.0668259,,7,7
푸조비즈타워 앞,성동구,37.54808044,127.0646133,,4,4
장곡초등학교 앞,성북구,37.61745453,127.0484467,,10,10
돌곶이역 앞,성북구,37.61131287,127.0575943,,10,10
동산어린이공원 앞,성북구,37.60623932,127.0346603,,5,5
안암역 3번 출구,성북구,37.58625031,127.0309525,,5,5
미아초교버스승강장,성북구,37.61207962,127.0219803,,5,5
성북청소년문화의집,성북구,37.61566925,127.0087662,,10,10
종암동 동덕여대 제2생활관 앞,성북구,37.60108948,127.0333176,,8,8
성북구 한예종 캠퍼스 본관,성북구,37.60665131,127.0561829,,6,6
성북구 한예종 캠퍼스 별관,성북구,37.60289764,127.0584793,,6,6
삼성SDS,송파구,37.51633835,127.0998535,,10,10
위례중앙푸르지오 201동 앞,송파구,37.47434616,127.1432648,,15,15
위례 포레샤인 1809동 부근,송파구,37.48664474,127.1524429,,15,15
위례포레샤인 2310동 부근,송파구,37.4745636,127.136795,,10,10
아산병원 기숙사 부근,송파구,37.52478027,127.1091309,,10,10
가락2동주민센터 인근,송파구,37.49917603,127.1258926,,10,10
올림픽훼미리아파트 112동 앞,송파구,37.48807144,127.1186371,,8,8
한양3차아파트 3동 앞,송파구,37.50585175,127.1219406,,7,7
가락중학교 앞,송파구,37.50223541,127.1172867,,10,10
방이역 2번 출구,송파구,37.50801468,127.125946,,10,10
올림픽공원 북2문,송파구,37.52357483,127.1280441,,10,10
건영아파트앞 사거리,송파구,37.48245621,127.1246033,,10,10
한림연예예술고등학교,송파구,37.48488998,127.1327057,,10,10
가락1동 주민센터 2,송파구,37.49650955,127.1103287,,15,15
거여동 어울림아파트  102동앞,송파구,37.49198532,127.1437302,,10,10
송파파크데일 1단지 115동 건너편,송파구,37.49763107,127.159668,,10,10
마천금호어울림 1차 102동앞,송파구,37.49808884,127.1542969,,10,10
가락현대 1차 11동 앞,송파구,37.49146652,127.1266403,,10,10
송파파인타운 4단지 403동,송파구,37.48174286,127.1287842,,10,10
문정근린공원2,송파구,37.4861145,127.1266708,,10,10
문정중학교,송파구,37.48827362,127.1306839,,8,8
가락시장 남1문 사거리,송파구,37.49201584,127.1174545,,10,10
올림픽공원 북2문 2,송파구,37.52397537,127.1275101,,10,10
잠실나들목4,송파구,37.51632309,127.084343,,10,10
잠실나루역4번출구뒤,송파구,37.52080917,127.1036224,,10,10
잠실나루역 고가하부,송파구,37.52005386,127.1043091,,10,10
홈플러스 잠실점,송파구,37.51613998,127.103508,,10,10
문현중.고등학교 사이,송파구,37.48051071,127.128624,,10,10
송파파인타운 10단지 1005동,송파구,37.4777832,127.1320572,,10,10
장지역 1번출구,송파구,37.47953415,127.1267853,,8,8
마천사거리 2,송파구,37.49900436,127.1469421,,10,10
잠실 파크리오 120동 앞,송파구,37.51921082,127.1079407,,10,10
아시아선수촌아파트 교차로,송파구,37.50679016,127.0792694,,10,10
세양청마루 101동 앞,송파구,37.49236679,127.1365509,,10,10
풍납나들목,송파구,37.52865219,127.1086655,,10,10
신정제일시장,양천구,37.52124786,126.8549576,,10,10
유원목동아파트 앞,양천구,37.52109528,126.8732071,,15,15
서울영상고교 입구,양천구,37.52198029,126.8592835,,15,15
신정네거리역 교차로,양천구,37.52175903,126.8522873,,15,15
목동13_14단지 사거리,양천구,37.5140686,126.8699875,,10,10
목동성당 앞,양천구,37.52319717,126.8693008,,20,20
동문굿모닝탑,양천구,37.51481247,126.8611755,,10,10
신진빌라,양천구,37.53528214,126.8300095,,5,5
성보하이드로빌딩,양천구,37.52893829,126.8331223,,8,8
청기와빌딩,양천구,37.52011108,126.8447495,,10,10
양원보도육교,양천구,37.53924561,126.8237381,,8,8
대성유니드아파트,양천구,37.52091599,126.8409576,,10,10
신곡시장,양천구,37.51779556,126.8416138,,10,10
구립양천어르신요양센터,양천구,37.51351166,126.8268127,,20,20
목동아파트2단지 222동 앞,양천구,37.53968811,126.8749847,,10,10
목동신시가지아파트6단지,양천구,37.53684616,126.8847504,,15,15
양천구청역 1번출구,양천구,37.51292038,126.8667984,,8,8
방아다리어린이공원,양천구,37.53936005,126.8288651,,10,10
목동아파트 613동 앞,양천구,37.53315735,126.8840866,,10,10
목동현대아파트 후문 앞,양천구,37.5221405,126.8780594,,10,10
목동12단지아파트 관리소 앞,양천구,37.51412201,126.860405,,10,10
양천해누리체육공원,양천구,37.51174164,126.8738327,,5,5
서울남부지방검찰청 후문 ,양천구,37.52164078,126.8655548,,6,6
양천공영차고지,양천구,37.50922012,126.8371582,,10,10
